client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0060c42c6b484f017764ec655141b67445000bb9ae78f6c83202d34ad716860d5473db66ab6d21b66a553d62f41bf82afd8e687dc448a8bb129584afd43ec0ba	common_voice_en_39948126.mp3	e7ccff2e847d3386c94594dfaba24c72ba19b4c6919ec9101a6d81d56427e071	Manager Dave Ross brought in Kris Taylor to form a management team.		2	0			United States English		en	
00610bda27826b8615139e6a430d43382935f37922dc1c74cd35c13ac0f8d4c2a3fb8c46160d4cf2096781f4d00bec24412080452d95db774c8c7b84a0b755b3	common_voice_en_59751.mp3	5728c7bdff597d83dac0c4613db170512923197c2b016fddb6e33a52ad7d6fdd	I guess you must think I'm kinda batty.		2	1					en	
006fc8590029899815b81e91465b01775c1b7c9ef848e6d4f7d0be7e492649c0b5bbce33dbd1b1856d1334c6179785f825c4d8200d5eaea61d896ddfeff1bc5d	common_voice_en_17914141.mp3	fbd2571becbfa7f3dd5036b722a5595933277df627bdfbe131e770d8bc93d408	No one near the remote machine you could ring?		2	0					en	
007762ba618b38ed77739616c7a6ace0341e1e134ac4051d6662cb6925f9631026a3655bb7f3251815af24da52a97a4541c64d22139746b17084eb211154afc3	common_voice_en_18902772.mp3	098666cd7c71ff6f74e03beab217705809b84633074508c060ee8eac82bb75ed	Groves started writing songs when she was four years old.		2	1					en	
008c64e17922b07cfa23f9ada49fe7cad0993c1ef493c02cce0ad2bc53d6cda172bc662b43537a07ac4b76e063d7e641fc7e6a054cfc1eac34b65e6633885d08	common_voice_en_18092916.mp3	e0be5ee0534765ab6ba4a31763d1f94cbe6e3caa57e76ddee5399fd5831f5490	My mother has Type Two diabetes.		2	0					en	
008fea52d7ae96080bccd3178ebb4a376e87ddc62cd2ed74449b33d396bb90632a03b2a962cbea5f17658d7bd40a06c3e5ada9913b2df9536b486aa8dd7364ad	common_voice_en_17804843.mp3	7ff9be5f58bd431230462c3715d1d6974ea8968af2bec716309036d9cc8dc4fb	But it was not to be.		2	0	seventies	male_masculine			en	
00a1d5ba303db800260744a8fb9748e9ebcc6b4e3dba2576e3dac935faaac4d5c72f8f13d33fe6dbd0d74b15c9689f3088a11609f890a2c2da5ff475ef9460f4	common_voice_en_40043931.mp3	e8b1531126d07a89def3daf02151f88677059a967b5cd68286567dd7c141a014	She has shown fine bindings in exhibitions throughout her career.		2	0					en	
00b49c1ce7114874454cb177ddfa68a52233ec13ac7b8427a15cc96f62027278eb955d70e75258585f0c517cac889ee5323531b133a88950e791a549f9e68a08	common_voice_en_38028701.mp3	d41c0a918773487df9d7ef60ef734cb586faa14a271a68ab2a98256b9e1877e8	The Sacramento Valley Rail Station is just a short walk away.		2	0					en	
00c4ad0873c9bdb69fd45bffc0cbc880a29bffc6dc83754d5532fea8b354e6c82461c046e85e0a86eea5f9e627cd6b73db97149d510bd788b705777f256ac8b4	common_voice_en_17681332.mp3	1cd4dceddb84874c541fe014172bb2095df36789a4973c1ee86f880d8890ae64	The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.		2	0					en	
00c96b6fffbc074a77823fcb19566e1151f25fb50308ca989d195618306df93c1fb8f89939b48a342d6d522cdcec148333253eaf8a6664756f26aa59d9633bc5	common_voice_en_665631.mp3	08fc0d26b2a1cad7f77ff28e04173d07d728efdda5a6dcef9a602268d68976db	There was nothing to hold him back except himself.		2	0					en	
00ca63b88b64fbb944c6314868e121ec60a67022942a8f8619c894819ecb837aa907c1d95388edb4cbd3304e6a5770fba038e3079d3986c0d20074f25f443e47	common_voice_en_39570983.mp3	e2dfa0d164cc943ac36321e913796d17afe3b4bc78ab30516d13983b67ad4414	The drinking water supply comes from an intake pipe southwest of town.		2	0					en	
00d5177788e54872305db3eacd4920ebcd34efbed816b5f1428666189939c1d8ea8bf8cd9bdef8f2c93e17e7beb704b6e349538acddfc8f949533538ccb6c877	common_voice_en_17572796.mp3	63d846d72648039a484d8a6b863c064c26792b1b755ce8c96c8b727e3ae80709	Does the sensor still have the same deficits when it comes to interoperability with other vendors?		2	1					en	
00e0b313832e470752099e6cf6d8d40626e7378c7475ab640e8d24ec2aebe3ed7580a57f2652f93d049f04fc8cfb7b8ecff050180cdd555d15c1c6eeeef86ad5	common_voice_en_36734620.mp3	cb02f3fbc0f883688dfd08f29a10a0659adf165fcb911f74bb04fd4d8dd91794	It might be in this writer's Top Ten!		2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
010abde4f89cbb8b3cc17067f669fdfbe5f78ef68a0c72cd82b5406d1b4824b6654424402172b6435d9587d0fee6d029c210213e7824b46385090b98d06cb280	common_voice_en_18373122.mp3	2dce6173300108d4c413b19425e47869b9731ead75d433bfe8d23c82e2c5c971	Mrs. Lewis was selected as the new commissioner.		2	0					en	
010f927c9f0b440752991ce6c8fde647a617ac32a5c65e6c7ceb0cbf52030cb525418bd0989868289130d463e5fee27de3c25f7f2a0d50535c01ee3b2733f3df	common_voice_en_41186558.mp3	f1340803c01ea8d8c36e0bffbc5f5a9c35b1cdb4f006f80432781b36e820074c	His family didn't even have money to perform the last rites after his death.		2	0			England English		en	
0112504d5eaf9f9dbf74b2735e9952d3a3e6caaec3b64a7e90d87c2c34b723851053abc2572b33b018898b005704ed0812bbe2b631b9e6a8bc432d8ac3ff511e	common_voice_en_456493.mp3	1927c6755037f97c64d10a197dd920103ac0b7bb10e0228b7f3132a014a21461	The electrician looked puzzled.		2	0					en	
012040db3506afcbf7b49356421cd9aff09ce0b8926ddabf3b0091e6c069f50ffe10e844cb68af7d89c84d36ad444bda7cd9b6b8514af12714bd5592de6b3fb9	common_voice_en_18179121.mp3	9546de1f03da260d8a1973c4c0ae7c7bb26b7c64cf425ec6bd91eb1f3cd3fc21	The ladder on the fire truck was not long enough.		2	1					en	
0120500f2a5dd73d0c9cd8009c5758db2ab6f43e9e076df091b19c989a7bafb04a2d3dc8647181ad7c6a41284d63210f88aee67117a3ad0672ace522d25861a8	common_voice_en_496376.mp3	95db503b9752283aad22297072695330e0c8f0933ca189aec465b8bc9af9bce4	I will tell her what we decided.		2	0					en	
01480c48a981c36da3394b0642133ad2ca044d370d70dcfad4ae9b724d1696a42fb831a821107c7fbfa724823fba177b842fa3a117b0d6b2b06daeea77e6d748	common_voice_en_23730890.mp3	71e33b75c4c5bcb051259b1849b61d07756c943ea739c13a2aef1f9ce2718bed	Enoxaparin belongs to the class of drugs known as low molecular weight heparins.		2	1					en	
014ba283f25e74dd91e66bd1711f9ea0233b1ee618b2570387bbbdbebdf0f596a78705467709a5b689c7024959a995e6cee4c9549988873fd966d2b80f5777ad	common_voice_en_17925871.mp3	59fb15b3d309bd19ad56ce56882a0fd16595749dc5ecf306be0a06b64eccdc5d	I guess, it's a never-ending story.		2	0					en	
0151a11811829abf7ab52abee9e436e800fcb1e1d07634d2ac166975b0b72218745b0346cb9b5cba0d9aa717482d17853966a8d473702a8cc01b1953c076b709	common_voice_en_18274681.mp3	e7eba02c2484c0e29a6863721b4f52b479a81183ed0372fc34ecbfb57709df81	Good things come in small packages.		2	0					en	
016088dec621a38b127f2c5628dbaef5ee2bf202d283a2ec6a19f03f5bfd3a6f53f3d48a8df1435d426c1aa58deb05cc53be77f791195076db6fdf74b962a9d1	common_voice_en_17432473.mp3	2811444e1c2a9d9b570ca681fe7e7ecfd2f928dd00966d6bedc334cd3c2dbf29	Sorry, we didn't even know you were here.		2	0					en	
016fe4bbba252e406eacc3105c7284f4fea930f9158916af3c357558f7146ae454b6be967fe227e46382cdd4e9abca8d179e9d3a6eafc82013a248dd7caea9a3	common_voice_en_17396480.mp3	1835a9e5aded0919923b1093b805aaebdb3914bd2abe051b40576d79dd1047b9	What should I say?		2	0					en	
0174dbd5201eb5223705bb5b697693fd26fc1aded7c8d3f6ab7f8510e1777427f97e9d3a27694d1b772f56846cbb537c0ff626657320944da8cdf099dba7b9b1	common_voice_en_20141506.mp3	30c499fb3204983ea68fa9f5aa2b1e71e6ef4a54ac1595196c7bc82605d9f072	It is a member theater of the Union of the Theatres of Europe.		2	0					en	
01750ebeb1651859a0774c33737d79276bc9f54c8581dc970bd7ca771a6cd74dd4636a04342e886c0816c91f6419e98f731a27cc15c79f1821ae6cdbe738b400	common_voice_en_17534895.mp3	4f0ae25e715c3f1d7d7d322710aa0e7e3732f5a15e1ea55e14ad300625b26626	Built January nineteenth, nineteen-seventeen, the monument is now celebrating its centennial.		2	0	twenties	male_masculine	United States English		en	
017a82e56cdd8e9d81ca3f3ae4be48a2e9b36f969ff1362e4b322498daeb485d5482eab5b8a7afd1aaf1f6a3153ce90a534c83d0a8a308008f12c721e94088c5	common_voice_en_40269002.mp3	eadd3d11403e5a5dbcbbfde86011a281d3ceee34694f33817304b4452f8304f8	She graduated from the University of New Brunswick.		2	0	thirties	non-binary	Finnish		en	
017fb04b1b99f0f6969d5e1b0d9a802ab54e55a02e47f13e4a7da9656dbc1c04c41f41ae5bb0453b3ec56d3b4d3979e7808fc09e98d3881e922afb08a41d94c0	common_voice_en_38389114.mp3	da590cab027ac1507fe84c15e4e755287079d0a7d102117f143e5a695a6d836e	Watts was educated at Haberdashers' Aske's Hatcham Girls' School.		3	0	twenties	male_masculine	United States English,India and South Asia (India, Pakistan, Sri Lanka)		en	
018baea2ce117e3fb6966e69a057f60938faf1093bc324670399e245362f7551ce816475a0bc1fa6227e3dd83af04381c5b2cec7e52dd96ddb177a6fda331cf1	common_voice_en_18392685.mp3	1f274df300a19d275806fd265a28ad5ab75bd05e301970821baba04d00adef36	Cristiano Ronaldo has won twenty four trophies in his career.		2	0					en	
0194655c2bf788e77695602ebb4cc687a2b23daddfd5cfe0263e7c3f99bf14fd08f8076ce0f354924714c359812b53b45de3732872893ed22fb6a3e8dc4de0e2	common_voice_en_39760794.mp3	e5fa3d05a3acbcfeddcb29c7ab0988c6950c51f7d66a901ba51358a3522a88d3	He was later killed by John Wesley Hardin during the Sutton-Taylor feud.		2	0					en	
0198410edb39cd3dff7176bf195952d144c2a5ee6d21907a8560c5631472f114681e5a8844c9de756dc56b66b017a83d239273614f8c82c50642c6abe2af4030	common_voice_en_572372.mp3	59a6f43846cf22b4baee19fe9a735db2f48faa61e104f522e6eb1933ef167ac8	YOU WANNA TAKE THIS OUTSIDE?		2	0					en	
01a71a1759f81ab04262c562ae8e1678abdfbe961daebe0a2323017c203214536d0a0681de6de51bfa09c9e85b71b6b000c04d066db945cacbf2778b12fb2c1f	common_voice_en_19595713.mp3	1a2ad43bc980ff34bc90d627ab8caa1d8bde5dbc9156946b7f15d8eb18fdc234	The immersion in hot water also kills the silkworm pupa.		2	0					en	
01ad7449f5d49c25df9450e457d7a159a37c224eeaffa652971f10f5b01eadba892fbf95f50f549a1a1d2a0632f71badea62bf9242c1376190aac7dcc3e96660	common_voice_en_20888935.mp3	44e73278b540230acf2bc1962f64b2830445d14f12e3a71b55e606d617e22084	She married her business partner, Steve Lane.		2	1					en	
01b1fbccb83af8e160265d53c7195794d9c4b9000560ba598054c4f959822f3141e4f9b3b1c19a2ac42290a40a28f938911ed9247fe82377c35c73a33dc2b2fc	common_voice_en_18373188.mp3	7687e9fc45a5d63f89c8cb7f0baeaee595d915023b6351378a0c199ebd9ec934	Who has already arrived?		2	0					en	
01bf1534109f48576c9ac96fd68a0625aa0bfe8c25ad884d4fe9ef95b49a3ba3641310815b08991a9b8f0ab15a1c9e565473cf1bb4c36d0c698ed277020363a4	common_voice_en_346569.mp3	bb901acec9f0cdcf483993ba2446e627ceca7122f098fdb5c3c97b9b0e23c81a	Do you want me?		2	1					en	
01bf64059b8168f542024a2af5b52fb26379ba64e1935fe7c3a25a79c39a4a8731df2da7fb0a8f6d05e47810f921f3afedd85bdeb40ddbe00054cdda67347368	common_voice_en_15016096.mp3	31f44560ebac10cc8beba3d83aaca2d541eb2b73e79f5f2b3290547efe10381b	That would be funny if he did.		2	0					en	
01c95c1b3927df01402fa87d36f41e0069f01346738bbbea0f8eb1c6f07942d3fb8ee66ef0bdc9ae4b88e07f9dce7c98a3f899547c4bdf170e968c93530d19f0	common_voice_en_40052846.mp3	e8a6c3e003b3801a2f30fde70b7b8faaaf49695cf50f716611e36cfa37af4ae0	In order to fight poverty one should fight dependency first.		2	0					en	
01ce455af1a44287d7b2944a0fa635eab22bf5929e1b4e1aebb7e3913864cc49313a2158aea9bcd11164b16a07a83ce2591543603f9aa27a3fa28ffe33d8f654	common_voice_en_37916017.mp3	d2371c40155d818923403a1a8a1d2b2f7b5286349797584c28ca5025d200ac31	He was the eldest brother of Katharine, Duchess of Kent.		2	0					en	
01cfc84635a63d6e4f23f8f1d0bb0bdb7cf0bddea8544e867c895c1116cb9c57b7adcfaa70786da684be4e0a92ced4d9e296a36bf3d5cb02c3a7d2b2ae6819df	common_voice_en_18178365.mp3	f64ea842b570479180d293a1cb339305e408c9edfbb9492d4363338f7ca9049b	The glow deepened in the eyes of the sweet girl.		2	0					en	
01da1f1a188870eafd7a09a38aab1d84bdc7294eb6b2449ffd96d1a25e0cb28a05d7892e95c169c3b6bef57af724065c069948a82131057e423c474e82426f87	common_voice_en_19706560.mp3	2032cc10b8a12f6f3f2ca41687af431a59b8017711816e7a27e381cef07c3578	Although she had flowers and applause, Mavis said she was not content.		2	0					en	
01e66c5c7f01bfc3032aa6f75e78409e7eb060868afd9f163c4da4bd2406ba69910c064bbe3585b0ff22c9802ece6347e24eb3d4716ad042a455e1f96f93b3b3	common_voice_en_17390390.mp3	53257117638c52c1cca006059c050956f74588aab4a0511aaa07552b29f169b7	When the user's identity has been accepted by the server, you will be notified.		3	0					en	
01fac24656520c9ac9d116adad74a8d86c75854e05c72e0f74cd057edda14b2d5c0d069219156a9106dcc084a3786ec2d3b5b3ac083586e179400f6fc1520a20	common_voice_en_1885769.mp3	fbeba1b79ea156a56011906884db328274a4620059e021ca54be963945cca3ad	Add the column and put the sum here.		2	1					en	
01ffff78fce0200fcff81c88eb15b198afccd1c27fac8c66d965da79112ef468cdfa3a39d626d7ae5a41de590d6ef2be3f294c80502c5691281e9eace9322192	common_voice_en_37890815.mp3	d1b9ff1b1b8cc799a8f99e9e07b503e0cc08f8bbbcb916d000932154397e1a43	Senator Gravel threatened a filibuster, and the provision did not pass the Senate.		2	0			Scottish English		en	
020c1aed583106db87791215c22240bc4f4ecba0fde91c70e916f96a8f535ff7f2f801a7eef8d5dc3be40e0d274052f3de0a89dd831a92c88dbe94f683b5fdf6	common_voice_en_17392075.mp3	6214dbefb96ff4b3fca6f6e77fb6c9f756618cdce49e6a1e2b09bdd29610b87d	Hello, Benjamin.		2	1					en	
021590de432f85940e1ba35f4d11b0177e8c984d0a01d47716c69461338bb6c4678c2ce816944a93adc0bbfc9f67184bcc28513af5809feea6e4b18ce077e35c	common_voice_en_17334321.mp3	7bfe0040472ced9dec22efdd139b9d224e9f3ca15884278cbb47b038b1e6a8eb	After playing tennis in virtual reality, he felt dizzy.		2	0					en	
021d6a05fb4ca4d4df530f5abb1eb50e38ed4408c7dd2bc3c387fa01e7c4a67752fd7bb79c9fd6e40d657834f8ed1a0af74dddd9aaa6950b389de0b2455e737e	common_voice_en_20308606.mp3	3721d396427cdea59c56ff464f0c4c5cfbc330f5dafed3b36ab402de740a1df1	A mansion was usually set on a one square.		2	1					en	
02383add753a7c4520ae3da15d55f2e28815b016a174dc64e0cb199ebad0cfcf1ec57f933d19ee5c383db63f8204f0d4a422eb72c4774f7336a88f05800e3cba	common_voice_en_34382925.mp3	b89e8d662b223142f9c814bfa8309f239fa972c5402215348a733c53539f8817	Rapidan Campaign May–June.		2	0	twenties	male_masculine			en	
023cb8f1e688f31a27e7969c1cc73aa4eeedfc139b08e9e0ab2651a606adee83f7326378dfd653d6996b0212c58eba212c552e2a6c0f1fc53a8b59a39c60ca68	common_voice_en_18891931.mp3	0944586fbdd872cf922f56fefc00dbb3525d7c545a0f2546b0aa6b536af49561	Alston commented that he felt the cartoonist "might have had some racial intent".		2	1					en	
023f6d86f141bec57ee3cb99e46270a012421ce3aa271a44193774aa9f2ba11125d42305414d24b77c0ed20750cd4a0d57242d62d9e90df8bb712fe140607831	common_voice_en_39583577.mp3	e36213dfcb58843c4fc5df3fd58c95c7ef73430755262953e93d4665f68586d7	This release is currently out of print.		4	0			international		en	
02528a10a215c545263d5488b65ec48a3caadce3be9732c23fdc95ec29f1ad95efd10be973c9471fb54d97147ddc7842aa6f09569d989dff162d51cde683cfce	common_voice_en_15735183.mp3	47de5aa8c305b7e34e7f082086e5f99e4ac89b07beb3009ea7faf6042c05918d	Doing a handstand needs a lot of practice to learn.		2	1					en	
0252d0c3cfd2983e21b4d79e35b0741251962252faf9b0e2dff5d05db3e7fbe456ce60bad75f21f97e418ed3b28434e787c5a5b92de570724dba81e2f0c5f82b	common_voice_en_12677.mp3	8593dc7f51f34e836dfab434e965176361383efdc68d8c6d5349fb79b93c5c4d	Man in red tshirt and baseball cap viewed from above he is has a pile of posters		4	0					en	
025ce0842ffc6414863652b7d4b1025870b9fbbad159a1d47b35fe22a4bfcefa8c13d6108f5d307186abc22151d5232a9dae809d365f9a1c772c0529ec766c07	common_voice_en_19909115.mp3	289b891288bfadb94d94d069f5f3a8cfc9db051e474e81dc989e6f4795c84fe8	The two films were then released within one day of each other.		2	0					en	
025eb766ec60af154f10a553036367e3eeaa345229d538adba22fad5cb0aaa4be13638d9544017f25465226144abe294062b10d677381ac3cce8f340eacf29b3	common_voice_en_21687614.mp3	52017590b43b2d5386cef1616d92643190f32dc063fb56bf4b38e701503853ae	‘What did he say his name was?’ asked the captain.		2	1					en	
02687142723c2b502bf10e96e6c66fb095777f1aaeedbad4682e0f30cc2b38d04db56911cbb6be970884de20f45d02fa838672853f72dc80788a9176fa1aef8d	common_voice_en_37478967.mp3	cf987726a8f03a51ddc99f41d85f4af774a4c0a74fea68462ca381d33132bc82	It is analogous with the play clock used in American and Canadian football.		2	0	thirties	male_masculine	United States English		en	
0275a982774d8fe785768efc5577eb761848e98871e2fe8cc6b952ba86c37f1e91a1d2dccc224d0ad1493d212a55bdedf1830289f3f7b2dd25731220305f60df	common_voice_en_17292462.mp3	4f799e6b9f6bd6378559310cdcdd61dd87c0fd90fd1746061937c6929d52a707	What did it mean?		2	0					en	
029c570373c0c3f4067a44baddd84425816f1a96febd636121818f0e49f55e5fc4fdde9ab897afe0396637956f370c40f8622c7d8974e7915e3541f05b6961ff	common_voice_en_17294261.mp3	9aef4882d71bd40773508e0726ee2674b32b1bf6486ae602cb8eca8a8f6baf19	At the hospital, I met a very nice nurse.		2	0					en	
02a288246a8bf58c34c9a64fa3b56b6c5b353d5f9f8c3a62867eadd2a0c363e5687afba7124e426c854d61bcd0a33ce39c0ea5617c340f03bd845bcd3e941e4f	common_voice_en_40900681.mp3	eea6799b464fbbfd06a6297e17fc44687ce894b2f27f0533f6a0c765d90fef4a	According to current phylogenetic studies, all of these definitions describe the same clade.		2	0			United States English,England English		en	
02a86ce07b7b7d4dfb369c632369b6d7ebcff87472beae34ee1062be99a6eabe7f0ae3c1197ac01e053aa3d5204208aef11a3eff283d7b8257039f01fef62d4b	common_voice_en_22005778.mp3	27c03788cf35f93e8360abf39d54da29f64de2842f4d5bea0235131dcf14a333	yes		3	0					en	Benchmark
02a98ded0a05ed87a2cf633d48806e7c4739b152175924eb92ba56cd3b01d2f96a6cf9f2b6fe2dfcd42f4a49ba14f905c3a248b1033842ba75480645c7a80d95	common_voice_en_33920938.mp3	b2fa1e2234e702f5a4ca009e2ff434aed1b42cfee47a959bd04fff093854d91d	He received his Ph.		2	0					en	
02a9a53d4932461c19bb95ddfbc3ffbb9f7638a75a6402bbfaaf8bd5871fc314f55174045e26c995244ca9d43d43b05af012d866c1a71a5a9531f9aace5eb626	common_voice_en_38392304.mp3	da65d1a043e8d0fdf07b27574df8f58d8cb0b387e7998c5765c0b8a2b0b1a596	This title was also in the Peerage of England.		2	1					en	
02b2e3bb56c3f8055868932b59b43748840ac048d06ca6136128d4e51e4ef43d2c4a957589f5aa06324089022da82eee6fe97a75fed32fa5d258b271135dd698	common_voice_en_26452532.mp3	98718ba87601e682739e4bba69c23925b956101d02242e252e3c832914344c24	Since their inception, Harris has been the band's principal composer and lyricist.		2	1					en	
02b84f9a685d15cd7d064259193305544764adff913ae208514104b14cbbcdc005f51d18cd379481e5165fc342dd86492657cbd3dff5420c44d5c62773ab77a5	common_voice_en_601141.mp3	7aa5901bb3a9705967bfc9f797602809a87b15752ed6ef81c8365ad0c894703d	After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose.		2	1					en	
02bf1e75c0efdbbf653e96844ad89d74396ab21f16678c235a736e387798633245ee0850af757e355e7b746d96cb1693c9b912c9427f6cd0de74249a5118d901	common_voice_en_19688238.mp3	1ed7eecfbf0b4ea290919d8ad63c69a60d39199042201c9e479c0e2279ba6bfe	Religious festivals include the Muslim Eids and the Christian Christmas and Easter.		2	0					en	
02bff360a0ec79ba0e259c5c57f5f52d5ed0555e42464bf1bcc3d102163319a5c993b029fcc6f413815e051bfe443c0beacf3f62fe8012bc9a8be3da1e2de4f5	common_voice_en_17260286.mp3	8a4365ee8f171baf4587fa47bc05cff4	What do you advise, sir?		2	0					en	
02c238d51d52260722112ff1974560e769a0df457ed8afb1f934647a875ffa472dc1f820f603aec771be9e565a8f97abc343f3f7a088f46e60a7abdc8284f0ca	common_voice_en_17941982.mp3	84cb77dbc603d97e3307b03a9f6114ad3bc8d00808a7e0a7ef69b919d372395b	Charles looked on, angry that there was nothing he could do.		2	0					en	
02cb7b048b42cde419caa3eaded14ae0c7c074697df76476ed4e939f2d66bb14e9e7b313ed27d2155605f9a6b1aacb2f05a4daaaf3f255f2c59fc119a9e458ec	common_voice_en_17392864.mp3	c7b605da60d3d5db274fc0c54b05b2a9a4cb7c93a45d96ed13303baee70e7183	The cornices of the room were mostly intact, but showed signs of damage from damp.		2	0	twenties	male_masculine	Singaporean English		en	
02cbc1fe01fc67fa72c6e067fbe020399082efbeb57a2bdd4a3d08f76423fec34da483c9492b254b8ba35db905aa829720ea03a59feb25eb71dc0ec6c549f374	common_voice_en_39589864.mp3	e3e7c913ce32a3b5a58dda5fa1d855f2529ed36e1fa33f9606b85656e2563690	Alexandria and Texas were shut down mid-season.		2	0					en	
02ce244fb89e59da7e1a7d557d8c8fe640ec164779b0a3f32c4ced36d1569cabb62e3869f9d778b8a22f856cbb5eec737bfcb1309036d4a4654eeb28ececee43	common_voice_en_17393348.mp3	2c5d823c0e5913a911ff19c101dbd89a525c742d0896905027809e50969e24e1	Put that back exactly where you found it this instant.		2	0					en	
02da4238b8bec8901bc1179cdca82f68d908efa2659adb39f01f5fa3d6c48f8080d72cd771faef53b9f7084b1e534786e003b1c6244fdde14a267b31a863eccf	common_voice_en_20274470.mp3	354d1d10fd59858c99d9642db0059544ab27648e73279512a45af1d1c02cdfdf	Karina Smirnoff of "Dancing With The Stars" hosted the following month.		2	0					en	
02dc0bd64b6d1a7b364966b27a3abf5b3a338b96f0268f173be05941ea43f7a83e32c7dd72966f432f6911cb9871bc6eae02032a3f75ca2977aaea4ea87bb408	common_voice_en_18929193.mp3	09cdbcb82f64aa8e0032c6f1baf48febe01d27be2d91fe7c78c3003aec6681d1	It is inhibited by the pneumotaxic centre.		2	1					en	
02e29fd8ca1917a01cb2edf7733148628c4d9ee8310cf66268d081283be92e94f69910b06ed4d4d178c6eacc5d29f24da756d28ca80df4ca25e25fee137c6114	common_voice_en_39950483.mp3	e7e2fac60cbbf162ef340f2c5cc2c4366313ead7d8e056495424c238a2ded883	The film was shot in several locations across France and Hungary.		2	0					en	
02e40a9db5687e651ad45a5edb0b0b4ec628bc34507927fde7eb49e723f0e8c5401670166567939bf9dacce89a6d45822ea4a86cae672e316e66a2cb5f69f05e	common_voice_en_37378946.mp3	cf12470031eda130e3c6b9233ecc6f9257a5aedd7d7795cb1e2686d584ba0ebd	Her intro later appeared on the David Holmes Essential Collection.		8	0	twenties		United States English,England English,Filipino		en	
02e73e4203b525efc9a36b86ae56ea598e54d63b282f2d91de9c9ee6803d04b60db79b81f8db32820e97dde6d5ed3988184dc8f464d70cde3d04ea27249fb7e6	common_voice_en_26555335.mp3	98eb0425f6397c1026fbf43a3bf20600d92d49bd7b4d7c71a4bad224c3a7d768	An important person in the life of Emile Claus was the painter Jenny Montigny.		2	1					en	
